name,description,ratings,number of lectures,difficulty,average rating,price,category
The Complete Facebook Ads Course - Beginner to Advanced,"Master Facebook Advertising and Grow Any Business - Facebook Marketing Strategy, Ad Retargeting, Remarketing & More!",1512,46,All Levels,4.5,11.99,Health and Fitness
Social Media Marketing & Marketing Strategy Masterclass 2018,Social Media Marketing - Digital Marketing: Blogging Email YouTube SEO Vlogging Instagram Quora Pinterest Podcasting,1409,299,Beginner,4.4,11.99,Health and Fitness
Google AdWords for Beginners 2018,Learn how to effectively use AdWords to reach more customers online and grow your business.,1405,49,All Levels,4.3,11.99,Health and Fitness
"Copywriting - Become a Freelance Copywriter, your own boss",Build a successful freelance copywriting business - turn basic writing skills into a paycheck.,1403,37,All Levels,4.2,11.99,Health and Fitness
Learn the Basics of LinkedIn in just 30 minutes,Learn about the new-look LinkedIn with me. A LinkedIn trainer and Digital Marketing professional,1161,10,Beginner,4.2,11.99,Health and Fitness
Google Tag Manager for Beginners+ (Challenges),Learn what GTM is all about and how to deploy your first Marketing Tracking with Google Tag Manager,1154,23,Beginner,4.5,11.99,Health and Fitness
The Complete Facebook Marketing Masterclass,"Dominate Facebook & Instagram, Take Your Business to the Next Level. Start Using the Complete Facebook Marketing Today!",1120,111,All Levels,4.3,11.99,Health and Fitness
Copywriting Master Course - Work From Home 3 Hours A Week!,Copywriting secrets. Learn this simple system to make a six figure income working from home! NO EXPERIENCE REQUIRED!,1097,,All Levels,4.7,47.99,Health and Fitness
Facebook Marketing: A Step-by-Step to Your First 1000 Fans!,Facebook Marketing 2015: The Leading Facebook Strategies Proven to Attract 1000 Relevant & Genuine Facebook Likes!,1074,49,All Levels,4.4,11.99,Health and Fitness
"Marketing Strategy To Reach 1,000,000! SEO & Social Media","Growth hacking to reach 1,000,000 people online with digital marketing: 2019 SEO & social media marketing strategies",1059,,All Levels,4.6,11.99,Health and Fitness
Affiliate Marketing Beginner: Sell T-Shirts with Teespring,"How I successfully sell t-shirts, as an affiliate, part time using Facebook and Teespring.",1054,,Beginner,4.6,11.99,Health and Fitness
Home Business: The Complete CPA Marketing Course,Find success in a new industry using this totally effective secret strategy.,1052,,All Levels,4.2,11.99,Health and Fitness
Amazon Affiliate Marketing + SEO | 250+ Videos | 18.0 Hours,"Build Amazon Affiliate Marketing Sites - Niche & Keyword Research, Link Building, Silo Architecture, WordPress SEO",1050,282,All Levels,4.6,11.99,Health and Fitness
Marketing Fundamentals,Learn the core elements of marketing from a CEO / CMO perspective.,1025,11,All Levels,4.4,11.99,Health and Fitness
The Complete MailChimp Email Marketing Course,"Learn how to use Mailchimp, grow an email subscriber list and build high quality email marketing campaigns!",941,,All Levels,4.3,11.99,Health and Fitness
Email & Affiliate Marketing Mastermind,"Building, Utilizing, and Remarketing to Targeted Email Lists in No More than One Day!",933,17,All Levels,4.4,11.99,Health and Fitness
The Complete Facebook Sales Funnel Blueprint,Stop Wasteful Spending on Facebook Ads That Are Not Working. Use the Facebook Sales Funnel to Skyrocket Your Sales!,903,120,All Levels,4.7,11.99,Health and Fitness
"Digital Marketing Masterclass:Get Your First 1,000 Customers","How to acquire your first 1,000 customers using Social media, Content & Video Marketing, PR, SEO, SEM, FB, InstaG &more",895,202,Beginner,4.5,11.99,Health and Fitness
WIN at Starting a Social Media Management Business,"Learn how to become a freelance social media manager. Get started with videos, templates & support. Join 8,000 students!",865,33,All Levels,4.3,11.99,Health and Fitness
WordPress SEO - The Complete Yoast SEO Plugin Tutorial,Learn how to use one of the very best WordPress SEO plugins to improve your search engine optimization,860,19,All Levels,4.5,11.99,Health and Fitness
2018 Complete Marketing MASTERCLASS - 6 Courses in 1!!,"Advanced Marketing Strategy: Digital Marketing, Belief Framework, CRO, SEO, Content Engagement Plan, Multi-Channel Leads",855,205,All Levels,4.4,11.99,Health and Fitness
How I Got Famous On Instagram In Just A Few Months!,Gain 100's of REAL Instagram Followers A DAY using secrets that celebrities and influencers use to gain MILLIONS of fans,831,82,Beginner,4.2,11.99,Health and Fitness
What is Online and/or Digital Marketing,The basics of online and digital marketing channels,817,5,Beginner,4.3,11.99,Health and Fitness
The Complete Instagram Marketing Masterclass 2018,"Become an Instagram leader, crush your competitors, dominate Instagram Marketing and create a raving fans community.",787,89,All Levels,4.4,11.99,Health and Fitness
Facebook Ads Crash Course,"Your Guide To Planning, Creating and Launching Successful Facebook Ads",769,18,All Levels,4.1,11.99,Health and Fitness
The Complete SEO Course - Rank Your Website in Google Easily,Learn A to Z SEO Secrets with top tools & real time examples for best results from Google + Easy WordPress SEO Tips.,764,110,All Levels,4.4,11.99,Health and Fitness
The Complete Copywriting Course : Learn How To Write To Sell,Write successful sales copy and grow your business & career //  Dozens of copywriting templates & FREE tools inside,738,,All Levels,4.5,11.99,Health and Fitness
Create an Affiliate Niche Website for Amazon or ClickBank,Learn step-by-step how to build a niche affiliate website to profit from Amazon and ClickBank products,734,14,Beginner,4.4,11.99,Health and Fitness
Copywriting Blunders: Do You Make these 10 Common Mistakes?,Improve your copywriting by eliminating the 10 most common (and most harmful) mistakes that wreck your copywriter career,726,11,All Levels,4.2,11.99,Health and Fitness
Digital Marketing Course to become Expert Digital Marketer,Become an Digital Marketing Expert start learning from fundamentals! Strong digital marketing fundamentals great learn!,723,102,All Levels,3.8,11.99,Health and Fitness
Google Analytics for Beginners,Learn to use Google Analytics for uncovering actionable data and growing your business online.,696,44,All Levels,4.4,11.99,Health and Fitness
Become a Growth Marketer: Learn Growth Marketing & Get a Job,"Learn the skills to start your career in Growth Marketing. 5 hours of basic, intermediate, & advanced marketing lessons",681,73,Beginner,4.5,11.99,Health and Fitness
The Complete Google AdWords Course 2017: Beginner to Expert!,6-hour Beginner to Advanced Guide to Google Adwords. Learn effective Online Advertising using Search Network & YouTube!,678,76,All Levels,4.4,11.99,Health and Fitness
SEO in 2018 - SEO (Search Engine Optimization),SEO training expert with 20 years Search Engine Optimization experience shows you how to promote your website in Google,658,100,All Levels,4.2,11.99,Health and Fitness
Beginner Affiliate Marketing: Start Home Business & Succeed,"No affiliate website needed! Start your passive income home business with affiliate marketing on Amazon, ClickBank today",639,136,All Levels,4.3,11.99,Health and Fitness
How To Start Your Simple Social Media Management Side Hustle,"Become a freelance social media manager today with my embarrassingly simple ""6figure system."" Includes all my templates.",631,26,Beginner,4.2,11.99,Health and Fitness
Marketing Strategy in 30 Minutes - BUS105,"MBA, Entrepreneurship, Startup, Business Administration, Business English, Management, Leadership",630,8,Beginner,4.2,11.99,Health and Fitness
Branding & Marketing for Startups: Learn How To Stand Out,Branding & Marketing Insights: Learn Top Brand Design Strategies To Build Physical Product Brand & Grow Your Business.,629,,All Levels,4.5,11.99,Health and Fitness
Go Viral on 6 Social Media Marketing Platforms,"Secrets to Increase Fans, Engagement & Reach on YouTube, Facebook, Pinterest, Twitter, Quora & Linkedin",620,63,All Levels,4,11.99,Health and Fitness
Zero Cost Marketing Strategies: Official Primer Course (NEW),YES... there's a yellow brick road to proven free marketing success and it starts with this primer. For all niches.,608,8,Beginner,3.2,11.99,Health and Fitness
How to Design a Signature Coaching or Consulting Program,Stop Selling Your Time. Package Your Services and Sell What Your Clients Really Want and Are Willing to Pay More For.,596,,All Levels,4.6,11.99,Health and Fitness
The Complete SEO Bootcamp - Beginner to Advanced,Master SEO with this To-The-Point and precise SEO course. Become a SEO professional from a complete beginner in no time!,593,27,All Levels,4.4,11.99,Health and Fitness
"Facebook Live: Attract 100,000+ Page fans with Viral Streams",Learn how to create Viral Facebook Live Streams,591,6,All Levels,4.8,11.99,Health and Fitness
"Custom SEO Strategy: Keyword Research, Audit & Link Building","Successfully rank your website on the 1st page of Google. Select the best keywords, optimize your site and build links",588,,All Levels,4.3,11.99,Health and Fitness
Affiliate Marketing Advanced:  Sell T-Shirts With Teespring,The advanced strategies that I use to to successfully sell t-shirts using Teespring and Facebook.,587,26,Expert,4.5,11.99,Health and Fitness
Content is King: How to Write Killer Content for the Web,"Master the Art of Writing Online Content for eBooks, Websites, Blogs and Marketing. Develop Content Ideas & Copywriting",586,27,All Levels,4.3,11.99,Health and Fitness
"Mobile App Marketing With ASO, Advertising & Monetization","Create a great mobile app business! Get 1,000,000+ downloads with app store optimization ASO (SEO) & strong monetization",582,,All Levels,4.3,11.99,Health and Fitness
Counter-Strike: Global Offensive — Play Like a Pro,"Level up your CS:GO game sense, mechanics, communication, strategies, and overall best practices for competitive play.",2609,,All Levels,4.6,11.99,Health and Fitness
The Secrets to Drawing,A comprehensive video and ebook course designed for people wanting to learn the core concepts of drawing.,2428,28,Beginner,4.4,11.99,Health and Fitness
Growl Class - A Workshop Demo for Reactive Dogs,Dr. Ian Dunbar demonstrates how to use a group class setting to deal with dogs that are aggressive towards other dogs,2404,15,Intermediate,4.6,11.99,Health and Fitness
THE ART & SCIENCE OF DRAWING / BASIC SKILLS,DRAWING IS NOT A TALENT.  IT'S A SKILL ANYONE CAN LEARN.,1752,,Beginner,4.6,11.99,Health and Fitness
Simple Solutions for Common Dog Behavior & Training Problems,"Learn to address house soiling, chewing, barking, digging, separation anxiety, jumping up, pulling on leash and more",1672,28,All Levels,4.4,11.99,Health and Fitness
#1 Sourdough Bread Baking 101,Bake your first real sourdough bread with coaching from an expert sourdough bread baker. Baking classes in your own home,1452,,Beginner,4.7,11.99,Health and Fitness
"Dog CPR, First Aid + Safety for pet pros + dedicated owners","Essential training to keep your dogs safe, attract clients & gain skills & confidence to take action in an emergency.",1381,,All Levels,4.6,11.99,Health and Fitness
Paint Realistic Watercolor and Botanicals - STUDIO BASICS,This foundation tutorial will help you understand essential work+studio basics for realistic watercolour and botanicals,1108,20,All Levels,4.5,11.99,Health and Fitness
The Colored Pencil Drawing Course,Draw Like a Pro With Colored Pencils,994,,All Levels,4.4,11.99,Health and Fitness
The Complete Guide to League of Legends,"Learn how to improve your game mechanics, micro/macro knowledge, and rank from former LCS coach, NicoThePico.",939,,All Levels,4.3,11.99,Health and Fitness
Dr. Ian Dunbar's SIRIUS® Dog Trainer Academy - All 4 Days,Learn how to train dogs the SIRIUS® way!  Learn how to run and promote your own dog-friendly dog training business.,935,,All Levels,4.6,11.99,Health and Fitness
Get Wine-Smart,A practical introduction to enjoying wine.,792,29,Beginner,4.6,11.99,Health and Fitness
#2 Bake Artisan Sourdough Bread Like a Professional,Baking the best bread means baking real Sourdough Bread. NO KNEAD bread -  video baking classes in your own home.,696,87,All Levels,4.5,11.99,Health and Fitness
